"origin","destination","source_lon","source_lat","destination_lon","destination_lat","distance"
35,14,78.1828308,26.2182871,78.77466,29.530014,372.928502684618
36,14,74.118123,24.265634,78.77466,29.530014,745.619356185604
37,14,76.567607,32.040135,78.77466,29.530014,349.878626295092
38,14,76.869468,31.993366,78.77466,29.530014,328.973381237342
39,14,79.388113,10.961695,78.77466,29.530014,2066.33069066226
40,14,74.4766224,27.5737248,78.77466,29.530014,472.904043597268
41,14,79.1324986,12.9165167,78.77466,29.530014,1848.2851731847
42,14,73.838966,15.63917,78.77466,29.530014,1625.50424783859
43,14,85.471075,23.801166,78.77466,29.530014,921.058136458748
44,14,78.687107,29.837746,78.77466,29.530014,35.2590872152819
45,14,78.1197754,9.9252007,78.77466,29.530014,2181.70322472247
46,14,77.1887145,32.2396325,78.77466,29.530014,337.262524741655
47,14,69.666932,23.242,78.77466,29.530014,1144.97901585551
48,14,87.6852323,23.6776471,78.77466,29.530014,1098.88833586754
49,14,79.137827,10.786999,78.77466,29.530014,2085.12294108814
50,14,77.489182,10.238114,78.77466,29.530014,2149.98778220283
51,14,85.831465,19.813382,78.77466,29.530014,1294.11686980504
52,14,75.994216,13.212984,78.77466,29.530014,1837.42524066035
53,14,88.118392,24.046402,78.77466,29.530014,1109.6047405299
54,14,70.05773,22.470702,78.77466,29.530014,1172.19787481792
55,14,74.961792,28.292048,78.77466,29.530014,395.935222314778
1,15,78.055431,30.300444,75.0903154,13.5026635,1893.04235765487
2,15,74.8570259,32.7266016,75.0903154,13.5026635,2138.40666758256
3,15,74.018261,17.680464,75.0903154,13.5026635,478.672326752216
4,15,74.985168,12.510224,75.0903154,13.5026635,110.975483570085
5,15,93.466667,26.6,75.0903154,13.5026635,2404.74425606271
6,15,80.918009,16.254154,75.0903154,13.5026635,697.158202791044
7,15,74.007672,18.392366,75.0903154,13.5026635,556.060189742327
8,15,76.866331,11.414299,75.0903154,13.5026635,301.929192808797
9,15,76.2673041,9.9312328,75.0903154,13.5026635,417.412856606987
10,15,73.8567437,18.5204303,75.0903154,13.5026635,573.484265591336
11,15,70.8944905,26.9212132,75.0903154,13.5026635,1555.0721457664
12,15,79.718954,29.704716,75.0903154,13.5026635,1864.03118409378
13,15,74.540469,13.997762,75.0903154,13.5026635,81.0048612974877
14,15,78.77466,29.530014,75.0903154,13.5026635,1822.64649142705
15,15,75.0903154,13.5026635,75.0903154,13.5026635,0
16,15,78.102273,30.455453,75.0903154,13.5026635,1910.80077008682
17,15,76.2673041,9.9312328,75.0903154,13.5026635,417.412856606987
18,15,75.461783,12.873068,75.0903154,13.5026635,80.7619613908305
19,15,73.856744,18.52043,75.0903154,13.5026635,573.484225769931
20,15,88.2626751,27.0360066,75.0903154,13.5026635,2035.09172802802
21,15,76.9787076,8.4003984,75.0903154,13.5026635,603.80376447665
22,15,79.470389,29.27935,75.0903154,13.5026635,1811.99412933795
23,15,74.123996,15.2993265,75.0903154,13.5026635,225.331033610242
24,15,74.875566,14.17889,75.0903154,13.5026635,78.7111032894018
25,15,74.370477,34.0416028,75.0903154,13.5026635,2285.69758053511
26,15,74.123996,15.2993265,75.0903154,13.5026635,225.331033610242
27,15,73.712479,24.585445,75.0903154,13.5026635,1241.1831923164
28,15,72.8776559,19.0759837,75.0903154,13.5026635,663.363315852433
29,15,79.845147,10.761012,75.0903154,13.5026635,600.242017232703
30,15,72.5713621,23.022505,75.0903154,13.5026635,1091.707246386
31,15,78.032192,30.316495,75.0903154,13.5026635,1894.41952391179
32,15,75.7865653,12.9441511,75.0903154,13.5026635,97.6880258288462
33,15,73.933627,18.4709087,75.0903154,13.5026635,566.278199123462
34,15,76.951003,10.3235908,75.0903154,13.5026635,407.474114871719
35,15,78.1828308,26.2182871,75.0903154,13.5026635,1450.67877696207
36,15,74.118123,24.265634,75.0903154,13.5026635,1201.51038421931
37,15,76.567607,32.040135,75.0903154,13.5026635,2067.404560711
38,15,76.869468,31.993366,75.0903154,13.5026635,2064.69148318671
39,15,79.388113,10.961695,75.0903154,13.5026635,545.98712358498
40,15,74.4766224,27.5737248,75.0903154,13.5026635,1566.41726523026
41,15,79.1324986,12.9165167,75.0903154,13.5026635,442.536920549798
42,15,73.838966,15.63917,75.0903154,13.5026635,273.164269136732
43,15,85.471075,23.801166,75.0903154,13.5026635,1582.51555172276
44,15,78.687107,29.837746,75.0903154,13.5026635,1854.22309534767
45,15,78.1197754,9.9252007,75.0903154,13.5026635,516.88085850189
46,15,77.1887145,32.2396325,75.0903154,13.5026635,2095.02434738057
47,15,69.666932,23.242,75.0903154,13.5026635,1224.83570012965
48,15,87.6852323,23.6776471,75.0903154,13.5026635,1742.72341121446
49,15,79.137827,10.786999,75.0903154,13.5026635,533.769398098768
50,15,77.489182,10.238114,75.0903154,13.5026635,447.230186155534
51,15,85.831465,19.813382,75.0903154,13.5026635,1341.947391133
52,15,75.994216,13.212984,75.0903154,13.5026635,102.990528615992
53,15,88.118392,24.046402,75.0903154,13.5026635,1802.71974410587
54,15,70.05773,22.470702,75.0903154,13.5026635,1130.36302537344
55,15,74.961792,28.292048,75.0903154,13.5026635,1645.07455006957
1,16,78.055431,30.300444,78.102273,30.455453,17.817906865471
2,16,74.8570259,32.7266016,78.102273,30.455453,397.900424749377
3,16,74.018261,17.680464,78.102273,30.455453,1479.86770750355
4,16,74.985168,12.510224,78.102273,30.455453,2021.64022842074
5,16,93.466667,26.6,78.102273,30.455453,1560.01879560464
6,16,80.918009,16.254154,78.102273,30.455453,1605.35752924466
7,16,74.007672,18.392366,78.102273,30.455453,1404.02325717452
8,16,76.866331,11.414299,78.102273,30.455453,2121.78115662046
9,16,76.2673041,9.9312328,78.102273,30.455453,2290.80721919698
10,16,73.8567437,18.5204303,78.102273,30.455453,1394.96378568609
11,16,70.8944905,26.9212132,78.102273,30.455453,805.435575659904
12,16,79.718954,29.704716,78.102273,30.455453,176.592695688167
13,16,74.540469,13.997762,78.102273,30.455453,1866.5867049331
14,16,78.77466,29.530014,78.102273,30.455453,121.620018520747
15,16,75.0903154,13.5026635,78.102273,30.455453,1910.80077008682
16,16,78.102273,30.455453,78.102273,30.455453,0
17,16,76.2673041,9.9312328,78.102273,30.455453,2290.80721919698
18,16,75.461783,12.873068,78.102273,30.455453,1974.42266469244
19,16,73.856744,18.52043,78.102273,30.455453,1394.96380828252
20,16,88.2626751,27.0360066,78.102273,30.455453,1060.81232966459
21,16,76.9787076,8.4003984,78.102273,30.455453,2455.96132871091
22,16,79.470389,29.27935,78.102273,30.455453,185.812283415778
23,16,74.123996,15.2993265,78.102273,30.455453,1733.97838277734
24,16,74.875566,14.17889,78.102273,30.455453,1840.32764105081
25,16,74.370477,34.0416028,78.102273,30.455453,531.272593673781
26,16,74.123996,15.2993265,78.102273,30.455453,1733.97838277734
27,16,73.712479,24.585445,78.102273,30.455453,783.261389830787
28,16,72.8776559,19.0759837,78.102273,30.455453,1370.76780120836
29,16,79.845147,10.761012,78.102273,30.455453,2198.0061671613
30,16,72.5713621,23.022505,78.102273,30.455453,992.272791227367
31,16,78.032192,30.316495,78.102273,30.455453,16.8556577217347
32,16,75.7865653,12.9441511,78.102273,30.455453,1962.25836165401
33,16,73.933627,18.4709087,78.102273,30.455453,1397.87427804235
34,16,76.951003,10.3235908,78.102273,30.455453,2242.43146986345
35,16,78.1828308,26.2182871,78.102273,30.455453,471.365183671348
36,16,74.118123,24.265634,78.102273,30.455453,792.870234709859
37,16,76.567607,32.040135,78.102273,30.455453,228.830716707725
38,16,76.869468,31.993366,78.102273,30.455453,207.389665617679
39,16,79.388113,10.961695,78.102273,30.455453,2172.35369606913
40,16,74.4766224,27.5737248,78.102273,30.455453,476.504107540898
41,16,79.1324986,12.9165167,78.102273,30.455453,1953.72323939814
42,16,73.838966,15.63917,78.102273,30.455453,1704.31734856302
43,16,85.471075,23.801166,78.102273,30.455453,1038.61467914964
44,16,78.687107,29.837746,78.102273,30.455453,88.7973955693281
45,16,78.1197754,9.9252007,78.102273,30.455453,2283.57725942982
46,16,77.1887145,32.2396325,78.102273,30.455453,216.595857795622
47,16,69.666932,23.242,78.102273,30.455453,1158.72249521182
48,16,87.6852323,23.6776471,78.102273,30.455453,1211.18553243492
49,16,79.137827,10.786999,78.102273,30.455453,2190.33610755985
50,16,77.489182,10.238114,78.102273,30.455453,2249.6666691606
51,16,85.831465,19.813382,78.102273,30.455453,1415.58890211609
52,16,75.994216,13.212984,78.102273,30.455453,1930.05045768521
53,16,88.118392,24.046402,78.102273,30.455453,1219.343252926
54,16,70.05773,22.470702,78.102273,30.455453,1195.17241677105
55,16,74.961792,28.292048,78.102273,30.455453,387.997025617266
1,17,78.055431,30.300444,76.2673041,9.9312328,2273.2344264768
2,17,74.8570259,32.7266016,76.2673041,9.9312328,2539.65069314389
3,17,74.018261,17.680464,76.2673041,9.9312328,895.466543728431
4,17,74.985168,12.510224,76.2673041,9.9312328,319.144779060989
5,17,93.466667,26.6,76.2673041,9.9312328,2589.29092370141
6,17,80.918009,16.254154,76.2673041,9.9312328,864.977072982402
7,17,74.007672,18.392366,76.2673041,9.9312328,972.104467249223
8,17,76.866331,11.414299,76.2673041,9.9312328,177.480069158405
9,17,76.2673041,9.9312328,76.2673041,9.9312328,0
10,17,73.8567437,18.5204303,76.2673041,9.9312328,990.020160761354
11,17,70.8944905,26.9212132,76.2673041,9.9312328,1972.20874345676
12,17,79.718954,29.704716,76.2673041,9.9312328,2228.45486949964
13,17,74.540469,13.997762,76.2673041,9.9312328,489.778930881787
14,17,78.77466,29.530014,76.2673041,9.9312328,2195.50571716263
15,17,75.0903154,13.5026635,76.2673041,9.9312328,417.412856606987
16,17,78.102273,30.455453,76.2673041,9.9312328,2290.80721919698
17,17,76.2673041,9.9312328,76.2673041,9.9312328,0
18,17,75.461783,12.873068,76.2673041,9.9312328,338.799297044233
19,17,73.856744,18.52043,76.2673041,9.9312328,990.020120138538
20,17,88.2626751,27.0360066,76.2673041,9.9312328,2281.33355391224
21,17,76.9787076,8.4003984,76.2673041,9.9312328,187.338099873406
22,17,79.470389,29.27935,76.2673041,9.9312328,2177.75992570597
23,17,74.123996,15.2993265,76.2673041,9.9312328,640.778167401154
24,17,74.875566,14.17889,76.2673041,9.9312328,496.115865978452
25,17,74.370477,34.0416028,76.2673041,9.9312328,2688.76144680265
26,17,74.123996,15.2993265,76.2673041,9.9312328,640.778167401154
27,17,73.712479,24.585445,76.2673041,9.9312328,1652.26491243769
28,17,72.8776559,19.0759837,76.2673041,9.9312328,1080.52138712528
29,17,79.845147,10.761012,76.2673041,9.9312328,402.219169435831
30,17,72.5713621,23.022505,76.2673041,9.9312328,1508.27433198274
31,17,78.032192,30.316495,76.2673041,9.9312328,2274.81785180337
32,17,75.7865653,12.9441511,76.2673041,9.9312328,339.198852887512
33,17,73.933627,18.4709087,76.2673041,9.9312328,982.563070996975
34,17,76.951003,10.3235908,76.2673041,9.9312328,86.6546806857442
35,17,78.1828308,26.2182871,76.2673041,9.9312328,1822.79399344866
36,17,74.118123,24.265634,76.2673041,9.9312328,1610.59260452509
37,17,76.567607,32.040135,76.2673041,9.9312328,2459.36369634464
38,17,76.869468,31.993366,76.2673041,9.9312328,2454.75007605152
39,17,79.388113,10.961695,76.2673041,9.9312328,360.095354347972
40,17,74.4766224,27.5737248,76.2673041,9.9312328,1971.31768948706
41,17,79.1324986,12.9165167,76.2673041,9.9312328,455.867828302409
42,17,73.838966,15.63917,76.2673041,9.9312328,687.31752852504
43,17,85.471075,23.801166,76.2673041,9.9312328,1825.84737684549
44,17,78.687107,29.837746,76.2673041,9.9312328,2228.41522295432
45,17,78.1197754,9.9252007,76.2673041,9.9312328,202.965224348259
46,17,77.1887145,32.2396325,76.2673041,9.9312328,2483.16767564597
47,17,69.666932,23.242,76.2673041,9.9312328,1638.36449732161
48,17,87.6852323,23.6776471,76.2673041,9.9312328,1951.03424958733
49,17,79.137827,10.786999,76.2673041,9.9312328,328.186246857394
50,17,77.489182,10.238114,76.2673041,9.9312328,138.094402101217
51,17,85.831465,19.813382,76.2673041,9.9312328,1504.00641219699
52,17,75.994216,13.212984,76.2673041,9.9312328,366.239237343275
53,17,88.118392,24.046402,76.2673041,9.9312328,2010.83944869684
54,17,70.05773,22.470702,76.2673041,9.9312328,1543.71061538387
55,17,74.961792,28.292048,76.2673041,9.9312328,2046.82058588311
1,18,78.055431,30.300444,75.461783,12.873068,1956.70829521488
2,18,74.8570259,32.7266016,75.461783,12.873068,2209.16233146204
3,18,74.018261,17.680464,75.461783,12.873068,556.691174909012
4,18,74.985168,12.510224,75.461783,12.873068,65.6021891273528
5,18,93.466667,26.6,75.461783,12.873068,2420.24472719102
6,18,80.918009,16.254154,75.461783,12.873068,697.373886539463
7,18,74.007672,18.392366,75.461783,12.873068,633.343009809493
8,18,76.866331,11.414299,75.461783,12.873068,222.830352423421
9,18,76.2673041,9.9312328,75.461783,12.873068,338.799297044233
10,18,73.8567437,18.5204303,75.461783,12.873068,651.220870832491
11,18,70.8944905,26.9212132,75.461783,12.873068,1633.46701164364
12,18,79.718954,29.704716,75.461783,12.873068,1922.93389158481
13,18,74.540469,13.997762,75.461783,12.873068,159.950684310342
14,18,78.77466,29.530014,75.461783,12.873068,1884.00937326727
15,18,75.0903154,13.5026635,75.461783,12.873068,80.7619613908305
16,18,78.102273,30.455453,75.461783,12.873068,1974.42266469244
17,18,76.2673041,9.9312328,75.461783,12.873068,338.799297044233
18,18,75.461783,12.873068,75.461783,12.873068,0
19,18,73.856744,18.52043,75.461783,12.873068,651.220830211544
20,18,88.2626751,27.0360066,75.461783,12.873068,2063.79852498932
21,18,76.9787076,8.4003984,75.461783,12.873068,524.389187901461
22,18,79.470389,29.27935,75.461783,12.873068,1871.23369264113
23,18,74.123996,15.2993265,75.461783,12.873068,306.035505598699
24,18,74.875566,14.17889,75.461783,12.873068,158.478359282089
25,18,74.370477,34.0416028,75.461783,12.873068,2357.15714600867
26,18,74.123996,15.2993265,75.461783,12.873068,306.035505598699
27,18,73.712479,24.585445,75.461783,12.873068,1315.67282699361
28,18,72.8776559,19.0759837,75.461783,12.873068,743.166049311137
29,18,79.845147,10.761012,75.461783,12.873068,531.884939705157
30,18,72.5713621,23.022505,75.461783,12.873068,1169.48059745066
31,18,78.032192,30.316495,75.461783,12.873068,1958.1505519103
32,18,75.7865653,12.9441511,75.461783,12.873068,36.0892484728239
33,18,73.933627,18.4709087,75.461783,12.873068,643.775159745449
34,18,76.951003,10.3235908,75.461783,12.873068,326.712248888383
35,18,78.1828308,26.2182871,75.461783,12.873068,1511.37177729939
36,18,74.118123,24.265634,75.461783,12.873068,1275.0535351406
37,18,76.567607,32.040135,75.461783,12.873068,2134.93510012719
38,18,76.869468,31.993366,75.461783,12.873068,2131.59706025262
39,18,79.388113,10.961695,75.461783,12.873068,477.255492105429
40,18,74.4766224,27.5737248,75.461783,12.873068,1638.35639663719
41,18,79.1324986,12.9165167,75.461783,12.873068,398.022476245966
42,18,73.838966,15.63917,75.461783,12.873068,353.923607167571
43,18,85.471075,23.801166,75.461783,12.873068,1609.20686934993
44,18,78.687107,29.837746,75.461783,12.873068,1916.01821668846
45,18,78.1197754,9.9252007,75.461783,12.873068,437.589292133559
46,18,77.1887145,32.2396325,75.461783,12.873068,2161.3257315482
47,18,69.666932,23.242,75.461783,12.873068,1305.50222587446
48,18,87.6852323,23.6776471,75.461783,12.873068,1761.78261550057
49,18,79.137827,10.786999,75.461783,12.873068,462.577465657323
50,18,77.489182,10.238114,75.461783,12.873068,367.017865597102
51,18,85.831465,19.813382,75.461783,12.873068,1348.63589809309
52,18,75.994216,13.212984,75.461783,12.873068,68.9793698194263
53,18,88.118392,24.046402,75.461783,12.873068,1821.93882370893
54,18,70.05773,22.470702,75.461783,12.873068,1211.0492761384
55,18,74.961792,28.292048,75.461783,12.873068,1715.83384276005
1,19,78.055431,30.300444,73.856744,18.52043,1377.1952259039
2,19,74.8570259,32.7266016,73.856744,18.52043,1583.30377816052
3,19,74.018261,17.680464,73.856744,18.52043,94.9769888891118
4,19,74.985168,12.510224,73.856744,18.52043,679.353597780994
5,19,93.466667,26.6,73.856744,18.52043,2202.02296473168
6,19,80.918009,16.254154,73.856744,18.52043,790.6876165952
7,19,74.007672,18.392366,73.856744,18.52043,21.3655663719201
8,19,76.866331,11.414299,73.856744,18.52043,853.918087036094
9,19,76.2673041,9.9312328,73.856744,18.52043,990.020120138538
10,19,73.8567437,18.5204303,73.856744,18.52043,0.0000459850660975032
11,19,70.8944905,26.9212132,73.856744,18.52043,982.470898010093
12,19,79.718954,29.704716,73.856744,18.52043,1378.38971565238
13,19,74.540469,13.997762,73.856744,18.52043,508.322515154475
14,19,78.77466,29.530014,73.856744,18.52043,1322.12191170693
15,19,75.0903154,13.5026635,73.856744,18.52043,573.484225769931
16,19,78.102273,30.455453,73.856744,18.52043,1394.96380828252
17,19,76.2673041,9.9312328,73.856744,18.52043,990.020120138538
18,19,75.461783,12.873068,73.856744,18.52043,651.220830211544
19,19,73.856744,18.52043,73.856744,18.52043,0
20,19,88.2626751,27.0360066,73.856744,18.52043,1752.70833651004
21,19,76.9787076,8.4003984,73.856744,18.52043,1175.0701713305
22,19,79.470389,29.27935,73.856744,18.52043,1325.30809347221
23,19,74.123996,15.2993265,73.856744,18.52043,359.409507348098
24,19,74.875566,14.17889,73.856744,18.52043,494.993227863137
25,19,74.370477,34.0416028,73.856744,18.52043,1727.16949593848
26,19,74.123996,15.2993265,73.856744,18.52043,359.409507348098
27,19,73.712479,24.585445,73.856744,18.52043,674.775450380107
28,19,72.8776559,19.0759837,73.856744,18.52043,120.195325651824
29,19,79.845147,10.761012,73.856744,18.52043,1076.77549128839
30,19,72.5713621,23.022505,73.856744,18.52043,518.288238961825
31,19,78.032192,30.316495,73.856744,18.52043,1378.16474284726
32,19,75.7865653,12.9441511,73.856744,18.52043,653.723964637899
33,19,73.933627,18.4709087,73.856744,18.52043,9.8036910247065
34,19,76.951003,10.3235908,73.856744,18.52043,970.636856709306
35,19,78.1828308,26.2182871,73.856744,18.52043,964.715686437838
36,19,74.118123,24.265634,73.856744,18.52043,639.610474757296
37,19,76.567607,32.040135,73.856744,18.52043,1528.12206479821
38,19,76.869468,31.993366,73.856744,18.52043,1528.69855325342
39,19,79.388113,10.961695,73.856744,18.52043,1029.69014111845
40,19,74.4766224,27.5737248,73.856744,18.52043,1008.986772837
41,19,79.1324986,12.9165167,73.856744,18.52043,841.002392123335
42,19,73.838966,15.63917,73.856744,18.52043,320.487642114171
43,19,85.471075,23.801166,73.856744,18.52043,1339.51280004592
44,19,78.687107,29.837746,73.856744,18.52043,1350.40660085806
45,19,78.1197754,9.9252007,73.856744,18.52043,1060.57315766651
46,19,77.1887145,32.2396325,73.856744,18.52043,1562.00012495872
47,19,69.666932,23.242,73.856744,18.52043,682.086766188634
48,19,87.6852323,23.6776471,73.856744,18.52043,1544.35526923094
49,19,79.137827,10.786999,73.856744,18.52043,1030.67478603175
50,19,77.489182,10.238114,73.856744,18.52043,1000.76898094563
51,19,85.831465,19.813382,73.856744,18.52043,1266.02204954419
52,19,75.994216,13.212984,73.856744,18.52043,633.057733998335
53,19,88.118392,24.046402,73.856744,18.52043,1599.59288939762
54,19,70.05773,22.470702,73.856744,18.52043,591.30056998323
55,19,74.961792,28.292048,73.856744,18.52043,1092.71094503412
1,20,78.055431,30.300444,88.2626751,27.0360066,1059.75644025112
2,20,74.8570259,32.7266016,88.2626751,27.0360066,1437.89485136627
3,20,74.018261,17.680464,88.2626751,27.0360066,1794.75623131093
4,20,74.985168,12.510224,88.2626751,27.0360066,2127.57463113294
5,20,93.466667,26.6,88.2626751,27.0360066,518.814851067831
6,20,80.918009,16.254154,88.2626751,27.0360066,1418.52523509738
7,20,74.007672,18.392366,88.2626751,27.0360066,1748.05997208775
8,20,76.866331,11.414299,88.2626751,27.0360066,2106.94218119138
9,20,76.2673041,9.9312328,88.2626751,27.0360066,2281.33355391224
10,20,73.8567437,18.5204303,88.2626751,27.0360066,1752.70834304106
11,20,70.8944905,26.9212132,88.2626751,27.0360066,1720.30805859078
12,20,79.718954,29.704716,88.2626751,27.0360066,887.005226610226
13,20,74.540469,13.997762,88.2626751,27.0360066,2032.95628877892
14,20,78.77466,29.530014,88.2626751,27.0360066,969.518949969321
15,20,75.0903154,13.5026635,88.2626751,27.0360066,2035.09172802802
16,20,78.102273,30.455453,88.2626751,27.0360066,1060.81232966459
17,20,76.2673041,9.9312328,88.2626751,27.0360066,2281.33355391224
18,20,75.461783,12.873068,88.2626751,27.0360066,2063.79852498932
19,20,73.856744,18.52043,88.2626751,27.0360066,1752.70833651004
20,20,88.2626751,27.0360066,88.2626751,27.0360066,0
21,20,76.9787076,8.4003984,88.2626751,27.0360066,2389.37074191373
22,20,79.470389,29.27935,88.2626751,27.0360066,897.325351457538
23,20,74.123996,15.2993265,88.2626751,27.0360066,1960.25595292135
24,20,74.875566,14.17889,88.2626751,27.0360066,1993.74399542516
25,20,74.370477,34.0416028,88.2626751,27.0360066,1540.0254132461
26,20,74.123996,15.2993265,88.2626751,27.0360066,1960.25595292135
27,20,73.712479,24.585445,88.2626751,27.0360066,1481.31713143757
28,20,72.8776559,19.0759837,88.2626751,27.0360066,1804.09452801305
29,20,79.845147,10.761012,88.2626751,27.0360066,2013.5576276483
30,20,72.5713621,23.022505,88.2626751,27.0360066,1641.86990556054
31,20,78.032192,30.316495,88.2626751,27.0360066,1062.42236313624
32,20,75.7865653,12.9441511,88.2626751,27.0360066,2035.86512190752
33,20,73.933627,18.4709087,88.2626751,27.0360066,1749.29595848954
34,20,76.951003,10.3235908,88.2626751,27.0360066,2205.03890262391
35,20,78.1828308,26.2182871,88.2626751,27.0360066,1006.113846883
36,20,74.118123,24.265634,88.2626751,27.0360066,1450.44490514745
37,20,76.567607,32.040135,88.2626751,27.0360066,1260.16963361848
38,20,76.869468,31.993366,88.2626751,27.0360066,1231.98044488283
39,20,79.388113,10.961695,88.2626751,27.0360066,2014.92274129279
40,20,74.4766224,27.5737248,88.2626751,27.0360066,1363.17302539987
41,20,79.1324986,12.9165167,88.2626751,27.0360066,1835.96978623248
42,20,73.838966,15.63917,88.2626751,27.0360066,1956.47633383607
43,20,85.471075,23.801166,88.2626751,27.0360066,456.156198524789
44,20,78.687107,29.837746,88.2626751,27.0360066,986.662387522206
45,20,78.1197754,9.9252007,88.2626751,27.0360066,2180.71478366626
46,20,77.1887145,32.2396325,88.2626751,27.0360066,1216.04624690799
47,20,69.666932,23.242,88.2626751,27.0360066,1917.43241164409
48,20,87.6852323,23.6776471,88.2626751,27.0360066,378.029840024688
49,20,79.137827,10.786999,88.2626751,27.0360066,2044.48964918324
50,20,77.489182,10.238114,88.2626751,27.0360066,2183.47138661323
51,20,85.831465,19.813382,88.2626751,27.0360066,840.742433898898
52,20,75.994216,13.212984,88.2626751,27.0360066,1998.4488281487
53,20,88.118392,24.046402,88.2626751,27.0360066,332.848224281886
54,20,70.05773,22.470702,88.2626751,27.0360066,1905.61621334285
55,20,74.961792,28.292048,88.2626751,27.0360066,1317.0775728656
1,21,78.055431,30.300444,76.9787076,8.4003984,2438.51399204071
2,21,74.8570259,32.7266016,76.9787076,8.4003984,2714.6127903513
3,21,74.018261,17.680464,76.9787076,8.4003984,1080.79934283543
4,21,74.985168,12.510224,76.9787076,8.4003984,506.45819127243
5,21,93.466667,26.6,76.9787076,8.4003984,2668.65283967033
6,21,80.918009,16.254154,76.9787076,8.4003984,972.644052661544
7,21,74.007672,18.392366,76.9787076,8.4003984,1156.83170991389
8,21,76.866331,11.414299,76.9787076,8.4003984,335.461660804973
9,21,76.2673041,9.9312328,76.9787076,8.4003984,187.338099873406
10,21,73.8567437,18.5204303,76.9787076,8.4003984,1175.07021252425
11,21,70.8944905,26.9212132,76.9787076,8.4003984,2157.52963197188
12,21,79.718954,29.704716,76.9787076,8.4003984,2386.85110433095
13,21,74.540469,13.997762,76.9787076,8.4003984,677.006181184099
14,21,78.77466,29.530014,76.9787076,8.4003984,2357.7075691437
15,21,75.0903154,13.5026635,76.9787076,8.4003984,603.80376447665
16,21,78.102273,30.455453,76.9787076,8.4003984,2455.96132871091
17,21,76.2673041,9.9312328,76.9787076,8.4003984,187.338099873406
18,21,75.461783,12.873068,76.9787076,8.4003984,524.389187901461
19,21,73.856744,18.52043,76.9787076,8.4003984,1175.0701713305
20,21,88.2626751,27.0360066,76.9787076,8.4003984,2389.37074191373
21,21,76.9787076,8.4003984,76.9787076,8.4003984,0
22,21,79.470389,29.27935,76.9787076,8.4003984,2336.90721862119
23,21,74.123996,15.2993265,76.9787076,8.4003984,827.823485391358
24,21,74.875566,14.17889,76.9787076,8.4003984,682.416487611527
25,21,74.370477,34.0416028,76.9787076,8.4003984,2864.54809043967
26,21,74.123996,15.2993265,76.9787076,8.4003984,827.823485391358
27,21,73.712479,24.585445,76.9787076,8.4003984,1833.37455930092
28,21,72.8776559,19.0759837,76.9787076,8.4003984,1267.15924419296
29,21,79.845147,10.761012,76.9787076,8.4003984,409.593080819566
30,21,72.5713621,23.022505,76.9787076,8.4003984,1693.05004196883
31,21,78.032192,30.316495,76.9787076,8.4003984,2440.18730186572
32,21,75.7865653,12.9441511,76.9787076,8.4003984,521.919877846281
33,21,73.933627,18.4709087,76.9787076,8.4003984,1167.43913127081
34,21,76.951003,10.3235908,76.9787076,8.4003984,213.937975165039
35,21,78.1828308,26.2182871,76.9787076,8.4003984,1985.95849841976
36,21,74.118123,24.265634,76.9787076,8.4003984,1790.69902113008
37,21,76.567607,32.040135,76.9787076,8.4003984,2629.78700723832
38,21,76.869468,31.993366,76.9787076,8.4003984,2624.26613314485
39,21,79.388113,10.961695,76.9787076,8.4003984,388.513308935492
40,21,74.4766224,27.5737248,76.9787076,8.4003984,2148.8094742295
41,21,79.1324986,12.9165167,76.9787076,8.4003984,554.733309950288
42,21,73.838966,15.63917,76.9787076,8.4003984,874.523395926434
43,21,85.471075,23.801166,76.9787076,8.4003984,1936.94990095183
44,21,78.687107,29.837746,76.9787076,8.4003984,2391.11500177788
45,21,78.1197754,9.9252007,76.9787076,8.4003984,210.866643487482
46,21,77.1887145,32.2396325,76.9787076,8.4003984,2651.7226586499
47,21,69.666932,23.242,76.9787076,8.4003984,1825.70195166954
48,21,87.6852323,23.6776471,76.9787076,8.4003984,2046.34118521659
49,21,79.137827,10.786999,76.9787076,8.4003984,355.717251826749
50,21,77.489182,10.238114,76.9787076,8.4003984,211.948319106172
51,21,85.831465,19.813382,76.9787076,8.4003984,1587.40497210206
52,21,75.994216,13.212984,76.9787076,8.4003984,545.995973077009
53,21,88.118392,24.046402,76.9787076,8.4003984,2105.39441797632
54,21,70.05773,22.470702,76.9787076,8.4003984,1731.04856928812
55,21,74.961792,28.292048,76.9787076,8.4003984,2222.6310812933
1,22,78.055431,30.300444,79.470389,29.27935,177.635787574786
2,22,74.8570259,32.7266016,79.470389,29.27935,583.378627644657
3,22,74.018261,17.680464,79.470389,29.27935,1404.33588123028
4,22,74.985168,12.510224,79.470389,29.27935,1921.99224560902
5,22,93.466667,26.6,79.470389,29.27935,1406.3005834263
6,22,80.918009,16.254154,79.470389,29.27935,1456.32835744051
7,22,74.007672,18.392366,79.470389,29.27935,1331.84374260871
8,22,76.866331,11.414299,79.470389,29.27935,2005.38708715423
9,22,76.2673041,9.9312328,79.470389,29.27935,2177.75992570597
10,22,73.8567437,18.5204303,79.470389,29.27935,1325.30807616208
11,22,70.8944905,26.9212132,79.470389,29.27935,881.116217943892
12,22,79.718954,29.704716,79.470389,29.27935,53.0819412227423
13,22,74.540469,13.997762,79.470389,29.27935,1773.90035124723
14,22,78.77466,29.530014,79.470389,29.27935,72.9542554364552
